Empresa;Ano;Asiento;ItemAsiento;Cuenta;LeyendaItem;Debe;Haber
1;2020;1133;3;11110100;J Y FCO.OTRANTO R.37983;657.76;NULL
1;2020;1133;4;21428511;J Y FCO.OTRANTO R.37983;4274.55;NULL
1;2020;1133;5;11311500;J Y FCO.OTRANTO R.37983;NULL;583238.60
1;2020;1133;6;11110320;GUSTAVO FISCH R.37984;64415.00;NULL
1;2020;1133;7;11311500;GUSTAVO FISCH R.37984;NULL;64415.00
1;2020;1134;1;11110320;TINT.GHIRLANDA R.37985;32443.13;NULL
1;2020;1134;2;11311500;TINT.GHIRLANDA R.37985;NULL;32443.13
1;2020;1134;3;11110320;TINT.MALDONADO R.37986;650.00;NULL
1;2020;1134;4;11311500;TINT.MALDONADO R.37986;NULL;650.00
1;2020;1135;1;11110320;COBRO CHEQ.RECH. MALDONADO;14200.00;NULL
1;2020;1135;2;11311810;COBRO CHEQ.RECH. MALDONADO;NULL;14200.00
1;2020;1136;1;11110320;VOILE NIZA SA R.37987;163778.68;NULL
1;2020;1136;2;11311500;VOILE NIZA SA R.37987;NULL;163778.68
1;2020;1136;3;11514050;YERUVA SA R.37988;24607.51;NULL
1;2020;1136;4;11110320;YERUVA SA R.37988;1751185.01;NULL
1;2020;1136;5;11311500;YERUVA SA R.37988;NULL;1775792.52
1;2020;1137;1;11110288;GUSTAVO FISCH R.37989;50000.00;NULL
1;2020;1137;2;11311500;GUSTAVO FISCH R.37989;NULL;50000.00
1;2020;1137;3;11110320;RICOLTEX SA R.37990;62641.00;NULL
1;2020;1137;4;21428501;RICOLTEX SA R.37990;542.50;NULL
1;2020;1137;5;11110100;RICOLTEX SA R.37990;10.00;NULL
1;2020;1137;6;11513751;RICOLTEX SA R.37990;5208.00;NULL
1;2020;1137;7;21323351;RICOLTEX SA R.37990;496.00;NULL
1;2020;1137;8;11311500;RICOLTEX SA R.37990;NULL;68897.50
1;2020;1139;1;11110100;LAV.MAR DEL PLATA R.37991;12691.37;NULL
1;2020;1139;2;11311500;LAV.MAR DEL PLATA R.37991;NULL;12691.37
1;2020;1139;3;11110320;TIAP SA R.37992;1476751.56;NULL
1;2020;1139;4;11514050;TIAP SA R.37992;25008.49;NULL
1;2020;1139;5;11311500;TIAP SA R.37992;NULL;1513013.87
1;2020;1139;6;21428511;TIAP SA R.37992;11253.82;NULL
1;2020;1140;1;21428511;DDCOLOR SA R.37993;2476.34;NULL
1;2020;1140;2;11514050;DDCOLOR SA R.37993;1022.98;NULL
1;2020;1140;3;11110288;DDCOLOR SA R.37993;385662.91;NULL
1;2020;1140;4;11311500;DDCOLOR SA R.37993;NULL;389162.23
1;2020;1141;1;11110288;COBRO CHEQ.RECH. DDCOLOR SA;11000.00;NULL
1;2020;1141;2;11311810;COBRO CHEQ.RECH. DDCOLOR SA;NULL;11000.00
1;2020;1142;1;21428511;ESTAMP. ROTATIVOS R.37994;777.24;NULL
1;2020;1142;2;11110288;ESTAMP. ROTATIVOS R.37994;108020.57;NULL
1;2020;1142;3;11514050;ESTAMP. ROTATIVOS R.37994;1397.55;NULL
1;2020;1142;4;21428501;ESTAMP. ROTATIVOS R.37994;863.60;NULL
1;2020;1142;5;11311500;ESTAMP. ROTATIVOS R.37994;NULL;111058.96
1;2020;1143;1;11311810;CREDICOOP CHEQ.RECH. ROTATIVOS;96000.00;NULL
1;2020;1143;2;11110288;CREDICOOP CHEQ.RECH. ROTATIVOS;NULL;96000.00
1;2020;1144;1;11110288;COBRO CHQ.RECH. ROTATIVOS;96000.00;NULL
1;2020;1144;2;11311810;COBRO CHQ.RECH. ROTATIVOS;NULL;96000.00
1;2020;1145;1;11110288;COBRO CHQ.RECH. J Y FCO.OTRANT;219752.44;NULL
1;2020;1145;2;11311810;COBRO CHQ.RECH. J Y FCO.OTRANT;NULL;30000.00
1;2020;1145;3;11311810;COBRO CHQ.RECH. J Y FCO.OTRANT;NULL;85000.00
1;2020;1145;4;11311810;COBRO CHQ.RECH. J Y FCO.OTRANT;NULL;104752.44
1;2020;1146;1;11110288;RONTALTEX SA R.37997;232868.34;NULL
1;2020;1146;2;11513751;RONTALTEX SA R.37997;22127.75;NULL
1;2020;1146;3;11311500;RONTALTEX SA R.37997;NULL;254996.09
1;2020;1146;4;11110320;SILCOLOR SA R,. 37998;90190.30;NULL
1;2020;1146;5;21428511;SILCOLOR SA R,. 37998;675.86;NULL
1;2020;1146;6;11311500;SILCOLOR SA R,. 37998;NULL;90866.16
1;2020;1147;1;11110320;COOP.ALCOYANA R,37999;101434.64;NULL
1;2020;1147;2;21428511;COOP.ALCOYANA R,37999;888.51;NULL
1;2020;1147;3;11110100;COOP.ALCOYANA R,37999;17127.00;NULL
1;2020;1147;4;11311500;COOP.ALCOYANA R,37999;NULL;119450.15
1;2020;1147;5;11110320;TINT.MALDONADO R.38001;49700.00;NULL
1;2020;1147;6;11311500;TINT.MALDONADO R.38001;NULL;49700.00
1;2020;1148;1;11311810;COBRO CHEQ.RECHAZADO J Y FCO.O;30000.00;NULL
1;2020;1148;2;11311810;COBRO CHEQ.RECHAZADO J Y FCO.O;85000.00;NULL
1;2020;1148;3;11311810;COBRO CHEQ.RECHAZADO J Y FCO.O;104752.44;NULL
1;2020;1148;4;11110288;COBRO CHEQ.RECHAZADO J Y FCO.O;NULL;30000.00
1;2020;1148;5;11110288;COBRO CHEQ.RECHAZADO J Y FCO.O;NULL;104752.44
1;2020;1148;6;11110288;COBRO CHEQ.RECHAZADO J Y FCO.O;NULL;85000.00
1;2020;1149;1;11110100;COBRO CHEQ.RECHAZADO ALCOYANA;4000.00;NULL
1;2020;1149;2;11311810;COBRO CHEQ.RECHAZADO ALCOYANA;NULL;4000.00
1;2020;1150;1;11110320;COBRO CHEQ.RECHAZADO BALTO;15000.00;NULL
1;2020;1150;2;11311810;COBRO CHEQ.RECHAZADO BALTO;NULL;15000.00
1;2020;1151;1;11110288;LEDATEL R.37961;1540000.00;NULL
1;2020;1151;2;11311500;LEDATEL R.37961;NULL;1540000.00
1;2020;1152;1;11311810;MACRO  CHEQ.RECH.TEX.PLAZA;5900.00;NULL
1;2020;1152;2;11110287;MACRO  CHEQ.RECH.TEX.PLAZA;NULL;5900.00
1;2020;1153;1;11110288;TIKVATEX SA R.37929;196835.08;NULL
1;2020;1153;2;21428511;TIKVATEX SA R.37929;1577.11;NULL
1;2020;1153;3;11110320;TIKVATEX SA R.37929;17826.72;NULL
1;2020;1155;2;11311810;CREDICOOP CHEQ.RECH.PROC.CAMIL;38000.00;NULL
1;2020;1155;3;11110287;MACRO CHEQ.RECH.CAMILU;NULL;40000.00
1;2020;1155;4;11110288;CREDICOOP CHEQ.RECH.PROC.CAMIL;NULL;38000.00
1;2020;1183;12;11110287;FRANVITEX CHEQ.RECHAZADO;NULL;85000.00
1;2020;1156;1;11110320;COBRO CHEQ.RECH. PROC.CAMILU;153292.75;NULL
1;2020;1156;2;11110100;COBRO CHEQ.RECH. PROC.CAMILU;644.90;NULL
1;2020;1156;3;11311810;COBRO CHEQ.RECH. PROC.CAMILU;NULL;38000.00
1;2020;1156;4;11311810;COBRO CHEQ.RECH. PROC.CAMILU;NULL;75937.65
1;2020;1156;5;11311810;COBRO CHEQ.RECH. PROC.CAMILU;NULL;40000.00
1;2020;1157;1;11110320;FERNANDEZ Y NEUMAN R.37932;791783.59;NULL
1;2020;1157;2;11110100;FERNANDEZ Y NEUMAN R.37932;181.39;NULL
1;2020;1157;3;11311500;FERNANDEZ Y NEUMAN R.37932;NULL;791964.98
1;2020;1157;4;11110320;COOP.DEL SUR R.37933;10000.00;NULL
1;2020;1157;5;11311500;COOP.DEL SUR R.37933;NULL;10000.00
1;2020;1158;1;11110100;COOP.ALCOYANA COBRO CHE.RECH.;22002.00;NULL
1;2020;1158;2;11311810;COOP.ALCOYANA COBRO CHE.RECH.;NULL;4000.00
1;2020;1158;3;11311810;COOP.ALCOYANA COBRO CHE.RECH.;NULL;18002.00
1;2020;1159;1;11311810;CREDICOOP CHEQ.RECH.ALCOYANA;4000.00;NULL
1;2020;1159;2;11311810;MACRO CHE.RECH.ALCOYANA;18002.00;NULL
1;2020;1159;3;11110288;CREDICOOP CHEQ.RECH.ALCOYANA;NULL;4000.00
1;2020;1159;4;11110287;MACRO CHEQ.RECH.ALCOYANA;NULL;18002.00
1;2020;1160;1;11110288;COLORTEX SA R.37935;163138.27;NULL
1;2020;1160;2;85085730;COLORTEX SA R.37935;0.01;NULL
1;2020;1160;3;11311500;COLORTEX SA R.37935;NULL;163138.28
1;2020;1160;4;21428501;MUNDO TEXTIL R.37936;1802.25;NULL
1;2020;1160;5;21428511;MUNDO TEXTIL R.37936;1622.03;NULL
1;2020;1160;6;11311500;MUNDO TEXTIL R.37936;NULL;3424.28
1;2020;1161;1;11110100;IG- TEX R.37937;692071.87;NULL
1;2020;1161;2;11311500;IG- TEX R.37937;NULL;692071.87
1;2020;1162;1;11110320;COBRO CHEQ.RECH. DOBUL;12500.00;NULL
1;2020;1162;2;11311810;COBRO CHEQ.RECH. DOBUL;NULL;12500.00
1;2020;1408;1;11311810;CREDICOOP CHQ.RECH.CLADD;14000.00;NULL
1;2020;1409;1;11110288;COBRO CHEQ.RECH. AMBORT;15000.00;NULL
1;2020;1164;1;11110320;TECN. TEXTIL R.37941;116128.53;NULL
1;2020;1164;2;11311500;TECN. TEXTIL R.37941;NULL;116128.53
1;2020;1164;3;11110320;TINT.INDEPEND. R.37942;100000.00;NULL
1;2020;1164;4;11311500;TINT.INDEPEND. R.37942;NULL;100000.00
1;2020;1165;1;11110288;TEXTILANA SA R.37943;1372511.90;NULL
1;2020;1165;2;11514050;TEXTILANA SA R.37943;22508.00;NULL
1;2020;1165;3;21323351;TEXTILANA SA R.37943;11254.00;NULL
1;2020;1165;4;21428511;TEXTILANA SA R.37943;10128.50;NULL
1;2020;1165;5;11311500;TEXTILANA SA R.37943;NULL;1416402.40
1;2020;1166;1;11110320;TIAP SA R.37945;1200000.00;NULL
1;2020;1166;2;11514050;TIAP SA R.37945;15765.89;NULL
1;2020;1166;3;21428511;TIAP SA R.37945;9110.65;NULL
1;2020;1166;4;11311500;TIAP SA R.37945;NULL;1224876.54
1;2020;1166;5;11514050;BALTO SA R.37946;474.58;NULL
1;2020;1166;6;11110288;BALTO SA R.37946;300000.00;NULL
1;2020;1166;7;21428511;BALTO SA R.37946;2229.57;NULL
1;2020;1166;8;11311500;BALTO SA R.37946;NULL;302704.15
1;2020;1167;1;11110320;COBRO CHQ.RECH. TIAP SA;97759.00;NULL
1;2020;1167;2;11110100;COBRO CHQ.RECH. TIAP SA;12241.00;NULL
1;2020;1167;3;11311810;COBRO CHQ.RECH. TIAP SA;NULL;110000.00
1;2020;1168;1;11110100;COBRO CHEQ.RECHAZADO FRANVITEX;20212.38;NULL
1;2020;1168;2;11110320;COBRO CHEQ.RECHAZADO FRANVITEX;80000.00;NULL
1;2020;1168;3;11311810;COBRO CHEQ.RECHAZADO FRANVITEX;NULL;25000.00
1;2020;1168;4;11311810;COBRO CHEQ.RECHAZADO FRANVITEX;NULL;65212.38
1;2020;1168;5;11311810;COBRO CHEQ.RECHAZADO FRANVITEX;NULL;10000.00
1;2020;1169;1;11110288;MULTICINTAS R.37947;18150.00;NULL
1;2020;1169;2;11311500;MULTICINTAS R.37947;NULL;18150.00
1;2020;1169;3;11514050;TIAP SA R.-37948;25697.16;NULL
1;2020;1169;4;11311500;TIAP SA R.-37948;NULL;25697.16
1;2020;1170;1;11514050;BALTO SA R.37949;3843.18;NULL
1;2020;1170;2;11110288;BALTO SA R.37949;230000.00;NULL
1;2020;1170;3;21428511;BALTO SA R.37949;1709.33;NULL
1;2020;1170;4;11311500;BALTO SA R.37949;NULL;235552.51
1;2020;1170;5;11110320;MANUEL SEBASTIAN R.37950;120000.00;NULL
1;2020;1170;6;11311500;MANUEL SEBASTIAN R.37950;NULL;120000.00
1;2020;1171;1;11311810;CREDICOOP CHEQ.RECH. M.SEBASTI;15120.00;NULL
1;2020;1171;2;11311810;CREDICOOP CHEQ.RECH. M.SEBASTI;30000.00;NULL
1;2020;1171;3;11110288;CREDICOOP CHEQ.RECH. M.SEBASTI;NULL;15120.00
1;2020;1171;4;11110288;CREDICOOP CHEQ.RECH. M.SEBASTI;NULL;30000.00
1;2020;1172;1;11110320;COBRO CHEQ.RECH. M.SEBASTIAN;45120.00;NULL
1;2020;1172;2;11311810;COBRO CHEQ.RECH. M.SEBASTIAN;NULL;30000.00
1;2020;1172;3;11311810;COBRO CHEQ.RECH. M.SEBASTIAN;NULL;15120.00
1;2020;1173;1;11110320;MANUEL SEBASTIAN R.37951;776.78;NULL
1;2020;1173;2;11311500;MANUEL SEBASTIAN R.37951;NULL;776.78
1;2020;1174;1;11110320;COBRO CHEQ.RECH. AMBORT DAVID;25000.00;NULL
1;2020;1174;2;11311810;COBRO CHEQ.RECH. AMBORT DAVID;NULL;15000.00
1;2020;1174;3;11311810;COBRO CHEQ.RECH. AMBORT DAVID;NULL;7000.00
1;2020;1174;4;11311810;COBRO CHEQ.RECH. AMBORT DAVID;NULL;3000.00
1;2020;1175;1;11110288;CANADIAN CHEMICALS R.37953;10269.88;NULL
1;2020;1175;2;85085730;CANADIAN CHEMICALS R.37953;0.01;NULL
1;2020;1175;3;11311500;CANADIAN CHEMICALS R.37953;NULL;10269.89
1;2020;1175;4;11110288;BECHER RAUL R.37954;2966.60;NULL
1;2020;1175;5;11311500;BECHER RAUL R.37954;NULL;2966.60
1;2020;1176;1;11311810;REDICOOP CHEQ.RECH. EL ESPARTA;50000.00;NULL
1;2020;1176;2;11110288;REDICOOP CHEQ.RECH. EL ESPARTA;NULL;50000.00
1;2020;1339;1;11110320;COBRO CHEQ.RECH. TIKVATEX;139000.00;NULL
1;2020;1177;1;11110320;COBRO CHEQ.RECH. EL ESPARTANO;100000.00;NULL
1;2020;1177;2;11311810;COBRO CHEQ.RECH. EL ESPARTANO;NULL;50000.00
1;2020;1177;3;11311810;COBRO CHEQ.RECH. EL ESPARTANO;NULL;50000.00
1;2020;1178;1;11110100;COBRO SALDO CHEQ.RECH.TIKVATEX;995.37;NULL
1;2020;1178;2;11311810;COBRO SALDO CHEQ.RECH.TIKVATEX;NULL;995.37
1;2020;1179;1;21428511;COOP.T.DE TRAB.R.37957;1158.30;NULL
1;2020;1179;2;11110320;COOP.T.DE TRAB.R.37957;154568.70;NULL
1;2020;1179;3;11311500;COOP.T.DE TRAB.R.37957;NULL;155727.00
1;2020;1179;4;11110100;IG-TEX SA R.37958;1352500.00;NULL
1;2020;1179;5;11311500;IG-TEX SA R.37958;NULL;1352500.00
1;2020;1180;1;11110320;EL ESPARTANO R.37959;101577.83;NULL
1;2020;1180;2;11311500;EL ESPARTANO R.37959;NULL;101577.83
1;2020;1410;1;11110100;COBRO CHEQ.RECH.J Y FCO.OTRANT;5000.00;NULL
1;2020;1180;4;11110288;FUNDAMENTOS IND. R.37960;25000.00;NULL
1;2020;1180;5;11110288;FUNDAMENTOS IND. R.37960;9500.00;NULL
1;2020;1180;6;11110288;FUNDAMENTOS IND. R.37960;25000.00;NULL
1;2020;1180;7;11311500;FUNDAMENTOS IND. R.37960;NULL;90000.00
1;2020;479;1;60054400;AGUA Y SANEAMIENTO 412010;516.37;NULL
1;2020;479;2;21424202;AGUA Y SANEAMIENTO 412010;136.97;NULL
1;2020;479;3;21428501;AGUA Y SANEAMIENTO 412010;5.07;NULL
1;2020;479;4;21122100;AGUA Y SANEAMIENTO 412010;NULL;658.41
1;2020;479;5;60054400;AGUA Y SANEAMIENTO 4125003;516.37;NULL
1;2020;479;6;21424202;AGUA Y SANEAMIENTO 4125003;136.97;NULL
1;2020;479;7;21428501;AGUA Y SANEAMIENTO 4125003;5.07;NULL
1;2020;479;8;21122100;AGUA Y SANEAMIENTO 4125003;NULL;658.41
1;2020;479;9;60054400;AGUA Y SANEAMIENTO 4125017;516.37;NULL
1;2020;479;10;21424202;AGUA Y SANEAMIENTO 4125017;136.97;NULL
1;2020;479;11;21428501;AGUA Y SANEAMIENTO 4125017;5.07;NULL
1;2020;479;12;21122100;AGUA Y SANEAMIENTO 4125017;NULL;658.41
1;2020;479;13;60054400;AGUA Y SANEAMIENTO 4125006;527.08;NULL
1;2020;479;14;21424202;AGUA Y SANEAMIENTO 4125006;139.81;NULL
1;2020;479;15;21428501;AGUA Y SANEAMIENTO 4125006;5.18;NULL
1;2020;479;16;21122100;AGUA Y SANEAMIENTO 4125006;NULL;672.07
1;2020;479;17;60054400;AGUA Y SANEAMIENTO 4125012;548.49;NULL
1;2020;479;18;21424202;AGUA Y SANEAMIENTO 4125012;145.49;NULL
1;2020;479;19;21428501;AGUA Y SANEAMIENTO 4125012;5.39;NULL
1;2020;479;20;21122100;AGUA Y SANEAMIENTO 4125012;NULL;699.37
1;2020;479;21;60054400;AGUA Y SANEAMIENTO 4125018;548.49;NULL
1;2020;479;22;21424202;AGUA Y SANEAMIENTO 4125018;145.49;NULL
1;2020;479;23;21428501;AGUA Y SANEAMIENTO 4125018;5.39;NULL
1;2020;479;24;21122100;AGUA Y SANEAMIENTO 4125018;NULL;699.37
1;2020;479;25;60054400;AGUA Y SANEAMIENTO 4125004;559.18;NULL
1;2020;479;26;21424202;AGUA Y SANEAMIENTO 4125004;148.32;NULL
1;2020;479;27;21428501;AGUA Y SANEAMIENTO 4125004;5.49;NULL
1;2020;479;28;21122100;AGUA Y SANEAMIENTO 4125004;NULL;712.99
1;2020;479;29;60054400;AGUA Y SANEAMIENTO 4125008;569.89;NULL
1;2020;479;30;21424202;AGUA Y SANEAMIENTO 4125008;151.16;NULL
1;2020;479;31;21428501;AGUA Y SANEAMIENTO 4125008;5.60;NULL
1;2020;479;32;21122100;AGUA Y SANEAMIENTO 4125008;NULL;726.65
1;2020;479;33;60054400;AGUA Y SANEAMIENTO 4125015;569.89;NULL
1;2020;479;34;21424202;AGUA Y SANEAMIENTO 4125015;151.16;NULL
1;2020;479;35;21428501;AGUA Y SANEAMIENTO 4125015;5.60;NULL
1;2020;479;36;21122100;AGUA Y SANEAMIENTO 4125015;NULL;726.65
1;2020;479;37;60054400;AGUA Y SANEAMIENTO 4125016;666.24;NULL
1;2020;479;38;21424202;AGUA Y SANEAMIENTO 4125016;176.72;NULL
1;2020;479;39;21428501;AGUA Y SANEAMIENTO 4125016;6.55;NULL
1;2020;479;40;21122100;AGUA Y SANEAMIENTO 4125016;NULL;849.51
1;2020;479;41;60054400;AGUA Y SANEAMIENTO 4130481;666.24;NULL
1;2020;479;42;21424202;AGUA Y SANEAMIENTO 4130481;176.72;NULL
1;2020;479;43;21428501;AGUA Y SANEAMIENTO 4130481;6.55;NULL
1;2020;479;44;21122100;AGUA Y SANEAMIENTO 4130481;NULL;849.51
1;2020;479;45;60054400;AGUA Y SANEAMIENTO 4124005;709.03;NULL
1;2020;479;46;21424202;AGUA Y SANEAMIENTO 4124005;188.07;NULL
1;2020;479;47;21428501;AGUA Y SANEAMIENTO 4124005;6.97;NULL
1;2020;479;48;21122100;AGUA Y SANEAMIENTO 4124005;NULL;904.07
1;2020;479;49;60054400;AGUA Y SANEAMIENTO 4125613;709.03;NULL
1;2020;479;50;21424202;AGUA Y SANEAMIENTO 4125613;188.07;NULL
1;2020;479;51;21428501;AGUA Y SANEAMIENTO 4125613;6.97;NULL
1;2020;479;52;21122100;AGUA Y SANEAMIENTO 4125613;NULL;904.07
1;2020;479;53;50044400;AGUA Y SANEAMIENTO 4158831;925.97;NULL
1;2020;479;54;21424202;AGUA Y SANEAMIENTO 4158831;245.62;NULL
1;2020;479;55;21428511;AGUA Y SANEAMIENTO 4158831;14.56;NULL
1;2020;479;56;21122100;AGUA Y SANEAMIENTO 4158831;NULL;1186.15
1;2020;479;57;50044400;AGUA Y SANEAMIENTO 4115384;1046.38;NULL
1;2020;479;58;21424202;AGUA Y SANEAMIENTO 4115384;277.55;NULL
1;2020;479;59;21428511;AGUA Y SANEAMIENTO 4115384;16.45;NULL
1;2020;479;60;21122100;AGUA Y SANEAMIENTO 4115384;NULL;1340.38
1;2020;479;61;60054400;AGUA Y SANEAMIENTO 4158920;1894.95;NULL
1;2020;479;62;21424202;AGUA Y SANEAMIENTO 4158920;502.64;NULL
1;2020;479;63;21428501;AGUA Y SANEAMIENTO 4158920;18.62;NULL
1;2020;479;64;21122100;AGUA Y SANEAMIENTO 4158920;NULL;2416.21
1;2020;479;65;60054400;AGUA Y SANEAMIENTO 4125009;666.24;NULL
1;2020;479;66;21424202;AGUA Y SANEAMIENTO 4125009;176.72;NULL
1;2020;479;67;21428501;AGUA Y SANEAMIENTO 4125009;6.55;NULL
1;2020;479;68;21122100;AGUA Y SANEAMIENTO 4125009;NULL;849.51
1;2020;1181;2;11311810;AUSTRALTEX CHEQ.RECHAZADO;943801.97;NULL
1;2020;1181;3;11311810;AUSTRALTEX CHEQ.RECHAZADO;116040.00;NULL
1;2020;1181;4;11110287;AUSTRALTEX CHEQ.RECHAZADO;NULL;18000.00
1;2020;1181;5;11110287;AUSTRALTEX CHEQ.RECHAZADO;NULL;943801.97
1;2020;1181;6;11110287;AUSTRALTEX CHEQ.RECHAZADO;NULL;116040.00
1;2020;1182;1;11311810;AUSTRALTEX CHEQ.RECH.CREDICOOP;17000.00;NULL
1;2020;1182;2;11110288;AUSTRALTEX CHEQ.RECH.CREDICOOP;NULL;17000.00
1;2020;1183;1;11311810;FRANVITEX CHEQ.RECHAZADO;15000.00;NULL
1;2020;1183;2;11311810;FRANVITEX CHEQ.RECHAZADO;32000.00;NULL
1;2020;1183;3;11311810;FRANVITEX CHEQ.RECHAZADO;20000.00;NULL
1;2020;1183;4;11311810;FRANVITEX CHEQ.RECHAZADO;38500.00;NULL
1;2020;1183;5;11311810;FRANVITEX CHEQ.RECHAZADO;25000.00;NULL
1;2020;1183;6;11311810;FRANVITEX CHEQ.RECHAZADO;85000.00;NULL
1;2020;1183;7;11311810;FRANVITEX CHEQ.RECHAZADO;15000.00;NULL
1;2020;1183;8;11110288;FRANVITEX CHEQ.RECHAZADO;NULL;15000.00
1;2020;1183;9;11110288;FRANVITEX CHEQ.RECHAZADO;NULL;32000.00
1;2020;1183;10;11110287;FRANVITEX CHEQ.RECHAZADO;NULL;38500.00
1;2020;1183;11;11110287;FRANVITEX CHEQ.RECHAZADO;NULL;25000.00
1;2020;1184;1;11311810;FRANVITEX CHEQ.RECH. MACRO;1083535.47;NULL
1;2020;1184;2;11110287;FRANVITEX CHEQ.RECH. MACRO;NULL;1083535.47
1;2020;1185;1;11311810;TIKVATEX SA CHEQ.RECHAZADO CRE;540000.00;NULL
1;2020;1185;2;11311810;TIKVATEX SA CHEQ.RECHAZADO CRE;152470.00;NULL
1;2020;1185;3;11311810;TIKVATEX SA CHEQ.RECHAZADO CRE;20000.00;NULL
1;2020;1185;4;11311810;TIKVATEX SA CHEQ.RECHAZADO CRE;45904.20;NULL
1;2020;1185;5;11311810;TIKVATEX SA CHEQ.RECHAZADO CRE;50000.00;NULL
1;2020;1185;6;11110288;TIKVATEX SA CHEQ.RECHAZADO CRE;NULL;540000.00
1;2020;1185;7;11110288;TIKVATEX SA CHEQ.RECHAZADO CRE;NULL;152470.00
1;2020;1275;1;11311810;CREDICOOP CHEQ.RECH. CONFECOR;40000.00;NULL
1;2020;1275;2;11110288;CREDICOOP CHEQ.RECH. CONFECOR;NULL;40000.00
1;2020;1276;1;11311810;CREDICOOP CHEQ.RECH.MALDONADO;70000.00;NULL
1;2020;1276;2;11110288;CREDICOOP CHEQ.RECH.MALDONADO;NULL;70000.00
1;2020;1277;1;11311810;CREDICOOP CHEQ.RECH.GHIRLANDA;15000.00;NULL
1;2020;1277;2;11110288;CREDICOOP CHEQ.RECH.GHIRLANDA;NULL;15000.00
1;2020;1278;1;11311810;CREDICOOP CHEQ.RECH.TEXAMERI;2400.00;NULL
1;2020;1278;2;11311810;CREDICOOP CHEQ.RECH.TEXAMERI;20000.00;NULL
1;2020;1278;3;11311810;CREDICOOP CHEQ.RECH.TEXAMERI;20000.00;NULL
1;2020;1278;4;11311810;CREDICOOP CHEQ.RECH.TEXAMERI;30000.00;NULL
1;2020;1278;5;11110288;CREDICOOP CHEQ.RECH.TEXAMERI;NULL;2400.00
1;2020;1278;6;11110288;CREDICOOP CHEQ.RECH.TEXAMERI;NULL;20000.00
1;2020;1278;7;11110288;CREDICOOP CHEQ.RECH.TEXAMERI;NULL;20000.00
1;2020;1278;8;11110288;CREDICOOP CHEQ.RECH.TEXAMERI;NULL;30000.00
1;2020;1279;1;11110288;COBRO CHEQ.RECH. TEXAMERI;72400.00;NULL
1;2020;1279;2;11311810;COBRO CHEQ.RECH. TEXAMERI;NULL;20000.00
1;2020;1279;3;11311810;COBRO CHEQ.RECH. TEXAMERI;NULL;20000.00
1;2020;1279;4;11311810;COBRO CHEQ.RECH. TEXAMERI;NULL;2400.00
1;2020;1279;5;11311810;COBRO CHEQ.RECH. TEXAMERI;NULL;30000.00
1;2020;1280;1;11110320;RONTALTEX SA R.38059;218816.80;NULL
1;2020;1280;2;11110100;RONTALTEX SA R.38059;146.00;NULL
1;2020;1280;3;11513751;RONTALTEX SA R.38059;20806.42;NULL
1;2020;1280;4;11311500;RONTALTEX SA R.38059;NULL;239769.22
1;2020;1280;5;11110100;UNIFIBERS SA R.38060;172820.00;NULL
1;2020;1280;6;11514050;UNIFIBERS SA R.38060;890.24;NULL
1;2020;1280;7;21428511;UNIFIBERS SA R.38060;1300.61;NULL
1;2020;1280;8;11311500;UNIFIBERS SA R.38060;NULL;175010.85
1;2020;1281;1;11110288;ZOBERMAN JOSE R.38061;300000.00;NULL
1;2020;637;3;60050050;OSDE -  FACT.N167398;19053.39;NULL
1;2020;637;4;21424402;OSDE -  FACT.N167398;8541.39;NULL
1;2020;637;5;21428511;OSDE -  FACT.N167398;1301.55;NULL
1;2020;637;6;21428501;OSDE -  FACT.N167398;813.47;NULL
1;2020;637;7;21122100;OSDE -  FACT.N167398;NULL;92003.02
1;2020;637;8;21122100;OSDE -  FACT.N167398 - OP.8005;92003.02;NULL
1;2020;637;9;11110288;OSDE -  FACT.N167398 - OP.8005;NULL;92003.02
1;2020;1199;1;21424000;AFIP RETENCION GANANCIAS 3/20;130962.36;NULL
1;2020;1199;2;21424000;SICORE 3/20;3952.71;NULL
1;2020;1199;3;11110287;AFIP RETENCION GANANCIAS 3/20;NULL;130962.36
1;2020;1199;4;11110287;SICORE 3/20;NULL;3952.71
1;2020;1200;1;21424202;IMPO #420 GS PAGO;129.50;NULL
1;2020;1200;2;80070100;IMPO #420 GS PAGO;616.69;NULL
1;2020;1200;3;11110288;IMPO #420 GS PAGO;NULL;746.19
1;2020;1201;1;21424602;IMPO #419 GS PAGO;293.87;NULL
1;2020;1201;2;80070100;IMPO #419 GS PAGO;1399.40;NULL
1;2020;1201;3;11110288;IMPO #419 GS PAGO;NULL;1693.27
1;2020;1202;1;21424302;IMPO #419 GS PAGO;261.70;NULL
1;2020;1202;2;80070100;IMPO #419 GS PAGO;1246.18;NULL
1;2020;1202;3;11110288;IMPO #419 GS PAGO;NULL;1507.88
1;2020;1203;1;21424202;IMPO #419 GS PAGO;128.35;NULL
1;2020;1203;2;80070100;IMPO #419 GS PAGO;611.19;NULL
1;2020;1203;3;11110288;IMPO #419 GS PAGO;NULL;739.54
1;2020;1444;13;11110288;CARGAS SOCIALES Y SDOS 4/20;NULL;272846.73
1;2020;1205;1;21424602;IMPO #411 GS PAGO;293.87;NULL
1;2020;1205;2;80070100;IMPO #411 GS PAGO;1399.40;NULL
1;2020;1205;3;11110288;IMPO #411 GS PAGO;NULL;1693.27
1;2020;1206;1;21424302;IMPO #411 GS PAGO;262.42;NULL
